id,title,description,google_product_category,product_type,brand,identifier_exists,custom_label_0,custom_label_1,custom_label_2,custom_label_3
41189,"Сопло 54N №7 керамічне Ø19,5 мм для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Керамічне сопло 54N №7, діаметр 19,5 мм, для TIG-пальника WP-17, WP-18, WP-26 під газову лінзу. Рівномірний потік аргону при роботі через газову лінзу. Матеріал — оксид алюмінію, висока термостійкість. Витратна деталь, підлягає заміні при пошкодженні. Сумісна з WP-17, WP-18, WP-26. Продається поштучно.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41190,"Сопло 54N №8 керамічне Ø19,5 мм для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Керамічне сопло 54N №8, діаметр 19,5 мм, для TIG-пальника WP-17, WP-18, WP-26 під газову лінзу. Широкий газовий потік через газову лінзу — рівномірний захист зварювальної ванни. Матеріал — оксид алюмінію. Витратна деталь. Сумісна з WP-17, WP-18, WP-26. Продається поштучно.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41191,"Сопло 54N №10 керамічне Ø19,5 мм для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Керамічне сопло 54N №10, діаметр 19,5 мм, для TIG-пальника WP-17, WP-18, WP-26 під газову лінзу. Забезпечує широкий рівномірний газовий захист зони зварювання при використанні газової лінзи. Матеріал — оксид алюмінію. Витратна деталь, потребує заміни при зносі. Сумісна з WP-17, WP-18, WP-26. Продається поштучно.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41192,"Сопло 54N №12 керамічне Ø19,5 мм для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Керамічне сопло 54N №12, діаметр 19,5 мм, для TIG-пальника WP-17, WP-18, WP-26 під газову лінзу. Великий діаметр формує широкий газовий захист при роботі через газову лінзу. Матеріал — оксид алюмінію. Витратна деталь, замінюється при зносі. Сумісна з WP-17, WP-18, WP-26. Продається поштучно.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41193,"Сопло 54NL №4 довге L=76 мм для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Керамічне сопло 54NL №4, довжина 76 мм, для TIG-пальника WP-17, WP-18, WP-26 під газову лінзу. Подовжена конструкція покращує захист вузьких і глибоких зон зварювання. Матеріал — оксид алюмінію. Витратна деталь, підлягає заміні при зносі. Сумісна з WP-17, WP-18, WP-26. Арт. TIG.488.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41194,"Сопло 54NL №5 довге L=76 мм для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Керамічне сопло 54NL №5, довжина 76 мм, для TIG-пальника WP-17, WP-18, WP-26 під газову лінзу. Подовжена форма разом з газовою лінзою забезпечує рівномірний ламінарний потік аргону. Матеріал — оксид алюмінію. Витратна деталь. Сумісна з WP-17, WP-18, WP-26. Арт. TIG.489.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41195,"Сопло 54NL №6 D=9,5 мм довге L=76 мм для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Керамічне сопло 54NL №6, діаметр 9,5 мм, довжина 76 мм, для TIG-пальника WP-17, WP-18, WP-26 під газову лінзу. Подовжене сопло для покращеного захисту зварювальної ванни аргоном через газову лінзу. Матеріал — оксид алюмінію. Витратна деталь, замінюється при зносі. Сумісна з WP-17, WP-18, WP-26. Арт. TIG.490.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41196,"Сопло 54NL №7 D=11,0 мм довге L=76 мм для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Керамічне сопло 54NL №7, діаметр 11,0 мм, довжина 76 мм, для TIG-пальника WP-17, WP-18, WP-26 під газову лінзу. Подовжена конструкція для якісного газового захисту зони зварювання. Матеріал — оксид алюмінію. Витратна деталь. Сумісна з WP-17, WP-18, WP-26. Арт. TIG.491.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41197,"Сопло 54NL №8 D=12,5 мм довге L=76 мм для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Керамічне сопло 54NL №8, діаметр 12,5 мм, довжина 76 мм, для TIG-пальника WP-17, WP-18, WP-26 під газову лінзу. Широкий і довгий корпус — рівномірний газовий захист при роботі з газовою лінзою. Матеріал — оксид алюмінію. Витратна деталь, замінюється при зносі. Сумісна з WP-17, WP-18, WP-26. Арт. TIG.492.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41198,Цанга Ø1.6 мм довга 50 мм мідна для TIG-пальника WP-9,"Цанга мідна Ø1.6 мм, довжина 50 мм, для TIG-пальника WP-9. Фіксує вольфрамовий електрод діаметром 1.6 мм у корпусі цанги. Матеріал — мідь. Змінна витратна деталь, підлягає заміні при зносі. Сумісна з WP-9. Аналог Abicor Binzel та Trafimet.",499947,Сварка > Расходники > Цанги,MAGNITEK,no,rashodnik,,consumable,
41199,Цанга Ø2.0 мм довга 50 мм мідна для TIG-пальника WP-9,"Цанга мідна Ø2.0 мм, довжина 50 мм, для TIG-пальника WP-9. Забезпечує жорстку фіксацію вольфрамового електрода діаметром 2.0 мм. Матеріал — мідь. Змінна витратна деталь. Сумісна з WP-9. Аналог Abicor Binzel та Trafimet.",499947,Сварка > Расходники > Цанги,MAGNITEK,no,rashodnik,,consumable,
41200,Цанга Ø2.4 мм довга 50 мм мідна для TIG-пальника WP-9,"Цанга мідна Ø2.4 мм, довжина 50 мм, для TIG-пальника WP-9. Фіксує вольфрамовий електрод діаметром 2.4 мм у корпусі цанги. Матеріал — мідь. Змінна витратна деталь, потребує заміни при зносі. Сумісна з WP-9. Аналог Abicor Binzel та Trafimet.",499947,Сварка > Расходники > Цанги,MAGNITEK,no,rashodnik,,consumable,
41201,Цанга Ø3.2 мм довга 50 мм мідна для TIG-пальника WP-9,"Цанга мідна Ø3.2 мм, довжина 50 мм, для TIG-пальника WP-9. Надійна фіксація вольфрамового електрода діаметром 3.2 мм. Матеріал — мідь. Змінна витратна деталь, замінюється при зносі. Сумісна з WP-9. Аналог Abicor Binzel та Trafimet.",499947,Сварка > Расходники > Цанги,MAGNITEK,no,rashodnik,,consumable,
41202,Корпус цанги Ø1.6 мм для TIG-пальника WP-9,"Корпус цанги Ø1.6 мм для TIG-пальника WP-9. Утримує цангу та вольфрамовий електрод діаметром 1.6 мм у головці пальника. Змінна деталь, підлягає заміні при зносі або пошкодженні різьби. Сумісна з WP-9. Арт. TIG.498.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41203,Корпус цанги Ø2.0 мм для TIG-пальника WP-9,"Корпус цанги Ø2.0 мм для TIG-пальника WP-9. Забезпечує надійне утримання цанги та вольфрамового електрода діаметром 2.0 мм у головці горілки. Змінна деталь, підлягає заміні при зносі. Сумісна з WP-9. Арт. TIG.499.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41204,Корпус цанги Ø2.4 мм для TIG-пальника WP-9,"Корпус цанги Ø2.4 мм для TIG-пальника WP-9. Утримує цангу та вольфрамовий електрод діаметром 2.4 мм. Змінна деталь, підлягає заміні при зносі або пошкодженні різьбового з'єднання. Сумісна з WP-9. Арт. TIG.500.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41205,Корпус цанги Ø3.2 мм для TIG-пальника WP-9,"Корпус цанги Ø3.2 мм для TIG-пальника WP-9. Утримує цангу та вольфрамовий електрод діаметром 3.2 мм у головці горілки. Змінна деталь, потребує заміни при зносі. Сумісна з WP-9. Арт. TIG.501.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41207,Цанга Ø1.0 мм довга 50 мм мідна для TIG-пальника WP-17 / WP-18 / WP-26,"Цанга мідна Ø1.0 мм, довжина 50 мм, для TIG-пальника WP-17, WP-18, WP-26. Фіксує вольфрамовий електрод діаметром 1.0 мм у корпусі цанги. Матеріал — мідь. Змінна витратна деталь, підлягає заміні при зносі. Аналог Abicor Binzel та Trafimet. Сумісна з WP-17, WP-18, WP-26.",499947,Сварка > Расходники > Цанги,MAGNITEK,no,rashodnik,,consumable,wp_tig
41208,Цанга Ø1.6 мм довга 50 мм мідна для TIG-пальника WP-17 / WP-18 / WP-26,"Цанга мідна Ø1.6 мм, довжина 50 мм, для TIG-пальника WP-17, WP-18, WP-26. Жорстка фіксація вольфрамового електрода діаметром 1.6 мм. Матеріал — мідь. Змінна витратна деталь, підлягає заміні при зносі. Аналог Abicor Binzel та Trafimet. Сумісна з WP-17, WP-18, WP-26.",499947,Сварка > Расходники > Цанги,MAGNITEK,no,rashodnik,,consumable,wp_tig
41209,Цанга Ø2.0 мм довга 50 мм мідна для TIG-пальника WP-17 / WP-18 / WP-26,"Цанга мідна Ø2.0 мм, довжина 50 мм, для TIG-пальника WP-17, WP-18, WP-26. Утримує вольфрамовий електрод діаметром 2.0 мм у корпусі цанги. Матеріал — мідь. Змінна деталь, потребує заміни при зносі. Аналог Abicor Binzel та Trafimet. Сумісна з WP-17, WP-18, WP-26.",499947,Сварка > Расходники > Цанги,MAGNITEK,no,rashodnik,,consumable,wp_tig
41210,Цанга Ø2.4 мм довга 50 мм мідна для TIG-пальника WP-17 / WP-18 / WP-26,"Цанга мідна Ø2.4 мм, довжина 50 мм, для TIG-пальника WP-17, WP-18, WP-26. Фіксує вольфрамовий електрод діаметром 2.4 мм. Матеріал — мідь. Змінна витратна деталь, замінюється при зносі. Аналог Abicor Binzel та Trafimet. Сумісна з WP-17, WP-18, WP-26.",499947,Сварка > Расходники > Цанги,MAGNITEK,no,rashodnik,,consumable,wp_tig
41211,Цанга Ø3.0 мм довга 50 мм мідна для TIG-пальника WP-17 / WP-18 / WP-26,"Цанга мідна Ø3.0 мм, довжина 50 мм, для TIG-пальника WP-17, WP-18, WP-26. Надійна фіксація вольфрамового електрода діаметром 3.0 мм у цанговому затиску. Матеріал — мідь. Змінна деталь, підлягає заміні при зносі. Аналог Abicor Binzel та Trafimet. Сумісна з WP-17, WP-18, WP-26.",499947,Сварка > Расходники > Цанги,MAGNITEK,no,rashodnik,,consumable,wp_tig
41212,Цанга Ø3.2 мм довга 50 мм мідна для TIG-пальника WP-17 / WP-18 / WP-26,"Цанга мідна Ø3.2 мм, довжина 50 мм, для TIG-пальника WP-17, WP-18, WP-26. Жорстка фіксація вольфрамового електрода діаметром 3.2 мм. Матеріал — мідь. Змінна витратна деталь, підлягає заміні при зносі. Аналог Abicor Binzel та Trafimet. Сумісна з WP-17, WP-18, WP-26.",499947,Сварка > Расходники > Цанги,MAGNITEK,no,rashodnik,,consumable,wp_tig
41213,"Цанга Ø4.0×50мм для TIG-пальника WP-17 / WP-18 / WP-26, мідь","Цанга Ø4.0 мм, довжина 50 мм — для фіксації вольфрамового електрода у TIG-пальниках WP-17, WP-18, WP-26. Матеріал: мідь. Забезпечує жорстку і точну посадку електрода відповідного діаметра. Замінний зношуваний елемент, сумісний із цангодержателями під Ø4.0 мм. Аналог продукції Abicor Binzel та Trafimet.",499947,Сварка > Расходники > Цанги,MAGNITEK,no,rashodnik,,consumable,wp_tig
41214,"Корпус цанги 1.0 мм для TIG-пальника WP-17 / WP-18 / WP-26, мідь","Корпус цанги діаметром 1.0 мм для TIG-пальників WP-17, WP-18, WP-26. Утримує цангу та вольфрамовий електрод Ø1.0 мм у правильному положенні під час аргонодугового зварювання. Замінний елемент пальника, виготовлений із міді. Підходить для стандартних цанг серії WP.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,wp_tig
41228,Сопло прозоре 10N02 №8 для TIG-пальника WP-17 / WP-18 / WP-26,"Прозоре сопло 10N02 №8 для TIG-пальників WP-17, WP-18, WP-26. Дозволяє контролювати зону зварювання без зупинки процесу. Виготовлено зі стійкого до температур прозорого матеріалу. Встановлюється на стандартний корпус цанги серії WP. Замінний витратний елемент для аргонодугового зварювання.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41229,Сопло прозоре 10N02 №9 для TIG-пальника WP-17 / WP-18 / WP-26,"Прозоре сопло 10N02 №9 для TIG-пальників WP-17, WP-18, WP-26. Забезпечує візуальний контроль зварювальної ванни під час роботи. Виготовлено з термостійкого прозорого матеріалу. Встановлюється на стандартний корпус цанги серії WP. Замінний витратний елемент для аргонодугового TIG-зварювання.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41230,Сопло прозоре 10N02 №10 для TIG-пальника WP-17 / WP-18 / WP-26,"Прозоре сопло 10N02 №10 для TIG-пальників WP-17, WP-18, WP-26. Дозволяє спостерігати за зварювальною ванною без зупинки процесу. Виготовлено з термостійкого прозорого матеріалу. Встановлюється на стандартний корпус цанги серії WP. Замінний витратний елемент для аргонодугового TIG-зварювання.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41231,Сопло прозоре 10N02 №11 для TIG-пальника WP-17 / WP-18 / WP-26,"Прозоре сопло 10N02 №11 для TIG-пальників WP-17, WP-18, WP-26. Забезпечує повний огляд зони зварювання під час роботи пальника. Виготовлено з термостійкого прозорого матеріалу. Встановлюється на стандартний корпус цанги серії WP. Замінний витратний елемент для аргонодугового TIG-зварювання.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41238,"Кільце гумове для корпусу цанги 10N02, TIG-пальник",Гумове ущільнювальне кільце для корпусу цанги 10N02 TIG-пальника. Запобігає витоку захисного газу між соплом і корпусом цанги. Замінний елемент ущільнення для прозорих сопел серії 10N. Підходить для стандартних корпусів цанги 10N02.,499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41239,"Адаптер латунний для прозорого сопла 10N, TIG-пальник",Латунний адаптер для підключення прозорих сопел серії 10N до TIG-пальника. Забезпечує надійне з'єднання прозорого сопла з корпусом пальника. Матеріал: латунь. Замінний елемент для монтажу прозорих сопел 10N на стандартні TIG-пальники.,499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41240,"Сопло прозоре 54N02 №8 для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Прозоре сопло 54N02 №8 для TIG-пальників WP-17, WP-18, WP-26 з газовою лінзою. Призначене для роботи у комплекті з корпусом цанги 54N02 під газову лінзу. Забезпечує ламінарний потік захисного газу та візуальний контроль зони зварювання. Замінний витратний елемент для прецизійного TIG-зварювання.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41241,"Сопло прозоре 54N02 №9 для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Прозоре сопло 54N02 №9 для TIG-пальників WP-17, WP-18, WP-26 з газовою лінзою. Призначене для роботи у комплекті з корпусом цанги 54N02 під газову лінзу. Забезпечує ламінарний потік газу та візуальний контроль зони зварювання. Замінний витратний елемент для прецизійного TIG-зварювання.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41242,"Сопло прозоре 54N02 №10 для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Прозоре сопло 54N02 №10 для TIG-пальників WP-17, WP-18, WP-26 з газовою лінзою. Призначене для роботи у комплекті з корпусом цанги 54N02 під газову лінзу. Забезпечує ламінарний потік захисного газу та огляд зварювальної ванни. Замінний витратний елемент для прецизійного TIG-зварювання.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41243,"Сопло прозоре 54N02 №11 для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Прозоре сопло 54N02 №11 для TIG-пальників WP-17, WP-18, WP-26 з газовою лінзою. Призначене для роботи у комплекті з корпусом цанги 54N02 під газову лінзу. Забезпечує ламінарний потік захисного газу та огляд зварювальної ванни. Замінний витратний елемент для прецизійного TIG-зварювання.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41244,"Сопло прозоре 54N02 №12 для TIG-пальника WP-17 / WP-18 / WP-26, під газову лінзу","Прозоре сопло 54N02 №12 для TIG-пальників WP-17, WP-18, WP-26 з газовою лінзою. Призначене для роботи у комплекті з корпусом цанги 54N02 під газову лінзу. Забезпечує ламінарний потік захисного газу та візуальний контроль зварювальної ванни. Замінний витратний елемент для прецизійного TIG-зварювання.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,wp_tig
41245,"Корпус цанги з газовою лінзою 54N02 Ø1.6 мм, під прозоре сопло, TIG","Корпус цанги з вбудованою газовою лінзою 54N02 для TIG-зварювання, діаметр під електрод 1.6 мм. Призначений для встановлення прозорих сопел серії 54N02. Газова лінза формує ламінарний потік захисного газу, що знижує турбулентність і покращує захист зварної ванни. Замінний елемент для TIG-пальників серії WP.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,
41246,"Корпус цанги з газовою лінзою 54N02 Ø2.0 мм, під прозоре сопло, TIG","Корпус цанги з вбудованою газовою лінзою 54N02 для TIG-зварювання, діаметр під електрод 2.0 мм. Призначений для встановлення прозорих сопел серії 54N02. Газова лінза формує ламінарний потік захисного газу для кращого захисту зварювальної ванни. Замінний елемент для TIG-пальників серії WP.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,
41248,"Корпус цанги з газовою лінзою 54N02 Ø3.2 мм, під прозоре сопло, TIG","Корпус цанги з вбудованою газовою лінзою 54N02 для TIG-зварювання, діаметр під електрод 3.2 мм. Призначений для встановлення прозорих сопел серії 54N02. Газова лінза забезпечує ламінарний потік захисного газу і покращений захист зварної ванни. Замінний елемент для TIG-пальників серії WP.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,TIG-argon,
41249,"Кільце гумове для газової лінзи 54N02, під прозоре сопло, TIG-пальник","Гумове ущільнювальне кільце для газової лінзи 54N02, призначене для роботи з прозорими соплами. Запобігає витоку захисного газу між корпусом газової лінзи та соплом. Замінний ущільнювач для корпусів цанги з газовою лінзою серії 54N02 у TIG-пальниках.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,consumable,
41252,"Електрод вольфрамовий WL-20 Ø1.0×175мм, лантановий, TIG AC/DC","Вольфрамовий електрод WL-20 Ø1.0 мм, довжина 175 мм. Марка WL-20: вольфрам з 2% оксиду лантану. Призначений для TIG-зварювання на постійному (DC) та змінному (AC) струмі. Матеріали: високолеговані сталі, нержавіюча сталь, алюміній, мідь, бронза. Легкий запуск дуги, стабільне горіння, мінімальне забруднення шва вольфрамом. Підвищена несуча здатність по струму на 50% відносно чистого вольфраму.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41253,"Електрод вольфрамовий WL-20 Ø1.6×175мм, лантановий, TIG AC/DC","Вольфрамовий електрод WL-20 Ø1.6 мм, довжина 175 мм. Марка WL-20: вольфрам з 2% оксиду лантану. Призначений для TIG-зварювання на DC та AC струмі. Матеріали: нержавіюча сталь, алюміній, мідь, бронза, високолеговані сталі. Легкий запуск дуги, стабільна дуга, тривале збереження заточки. Підвищена несуча здатність по струму відносно чистого вольфраму.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41254,"Електрод вольфрамовий WL-20 Ø2.0×175мм, лантановий, TIG AC/DC","Вольфрамовий електрод WL-20 Ø2.0 мм, довжина 175 мм. Марка WL-20: вольфрам з 2% оксиду лантану. Для TIG-зварювання на DC та AC струмі. Зварювані матеріали: нержавіюча сталь, алюміній, мідь, бронза, високолеговані сталі. Стабільна дуга, легкий запуск, мінімальний знос, тривале збереження форми заточки.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41255,"Електрод вольфрамовий WL-20 Ø2.4×175мм, лантановий, TIG AC/DC","Вольфрамовий електрод WL-20 Ø2.4 мм, довжина 175 мм. Марка WL-20: вольфрам з 2% оксиду лантану. Для TIG-зварювання на DC та AC струмі. Матеріали: нержавіюча сталь, алюміній, мідь, бронза, високолеговані сталі. Легкий запуск дуги, стабільне горіння, мінімальне забруднення шва вольфрамом, тривале збереження заточки.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41256,"Електрод вольфрамовий WL-20 Ø3.0×175мм, лантановий, TIG AC/DC","Вольфрамовий електрод WL-20 Ø3.0 мм, довжина 175 мм. Марка WL-20: вольфрам з 2% оксиду лантану. Для TIG-зварювання на DC та AC струмі. Зварювані матеріали: нержавіюча сталь, алюміній, мідь, бронза, високолеговані сталі. Стабільна дуга, легкий запуск, менший знос, тривале збереження заточки порівняно з чистим вольфрамом.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41257,"Електрод вольфрамовий WL-20 Ø3.2×175мм, лантановий, TIG AC/DC","Вольфрамовий електрод WL-20 Ø3.2 мм, довжина 175 мм. Марка WL-20: вольфрам з 2% оксиду лантану. Для TIG-зварювання на DC та AC струмі. Матеріали: нержавіюча сталь, алюміній, мідь, бронза, високолеговані сталі. Легкий запуск дуги, стабільна дуга, знижений знос, тривале збереження форми заточки.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41258,"Електрод вольфрамовий WL-20 Ø4.0×175мм, лантановий, TIG AC/DC","Вольфрамовий електрод WL-20 Ø4.0 мм, довжина 175 мм. Марка WL-20: вольфрам з 2% оксиду лантану. Для TIG-зварювання на DC та AC струмі. Зварювані матеріали: нержавіюча сталь, алюміній, мідь, бронза, високолеговані сталі. Підвищена несуча здатність по струму, мінімальне забруднення зварної ванни вольфрамом.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41259,"Електрод вольфрамовий WE-3 Ø1.6×175мм, рідкоземельний, TIG AC/DC","Вольфрамовий електрод WE-3 Ø1.6 мм, довжина 175 мм. Містить оксиди рідкісноземельних елементів, не містить торію. Для TIG-зварювання на DC та AC струмі. Матеріали: нержавіюча сталь, алюміній, титан, мідь, магній, нікель. Стабільна дуга, легкий запуск, менший знос електрода. Безпечний для здоров'я та середовища.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41260,"Електрод вольфрамовий WE-3 Ø2.0×175мм, рідкоземельний, TIG AC/DC","Вольфрамовий електрод WE-3 Ø2.0 мм, довжина 175 мм. Містить оксиди рідкісноземельних елементів, без торію. Для TIG-зварювання на DC та AC струмі. Матеріали: нержавіюча сталь, алюміній, титан, мідь, магній, нікель. Стабільна дуга, легкий запуск, знижений знос. Підходить для ручного та автоматизованого TIG-зварювання.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41261,"Електрод вольфрамовий WE-3 Ø2.4×175мм, рідкоземельний, TIG AC/DC","Вольфрамовий електрод WE-3 Ø2.4 мм, довжина 175 мм. Містить оксиди рідкісноземельних елементів, без торію. Для TIG-зварювання на DC та AC. Матеріали: нержавіюча сталь, алюміній, титан, мідь, магній, нікель. Стабільна дуга, легкий запуск, менший знос, тривала експлуатація. Підходить для ручного та автоматизованого зварювання.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41262,"Електрод вольфрамовий WE-3 Ø3.0×175мм, рідкоземельний, TIG AC/DC","Вольфрамовий електрод WE-3 Ø3.0 мм, довжина 175 мм. Містить оксиди рідкісноземельних елементів, без торію. Для TIG-зварювання на DC та AC струмі. Матеріали: нержавіюча сталь, алюміній, титан, мідь, магній, нікель. Стабільна дуга, легкий запуск, низький знос. Безпечний для здоров'я та навколишнього середовища.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41263,"Електрод вольфрамовий WE-3 Ø3.2×175мм, рідкоземельний, TIG AC/DC","Вольфрамовий електрод WE-3 Ø3.2 мм, довжина 175 мм. Містить оксиди рідкісноземельних елементів, без торію. Для TIG-зварювання на DC та AC. Матеріали: нержавіюча сталь, алюміній, титан, мідь, магній, нікель. Стабільна дуга, легкий запуск, мінімальний знос електрода. Підходить для ручного та автоматизованого зварювання.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41264,"Електрод вольфрамовий WE-3 Ø4.0×175мм, рідкоземельний, TIG AC/DC","Вольфрамовий електрод WE-3 Ø4.0 мм, довжина 175 мм. Містить оксиди рідкісноземельних елементів, без торію. Для TIG-зварювання на DC та AC струмі. Матеріали: нержавіюча сталь, алюміній, титан, мідь, магній, нікель. Стабільна дуга, легкий запуск, знижений знос. Безпечний варіант без торію для промислового TIG-зварювання.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41265,"Електрод вольфрамовий WL-15 Ø1.0×175мм, лантановий 1.5%, TIG AC/DC","Вольфрамовий електрод WL-15 Ø1.0 мм, довжина 175 мм. Марка WL-15: вольфрам з 1.5-2.0% оксиду лантану. Для TIG-зварювання на DC та AC струмі. Матеріали: нержавіюча сталь, звичайна сталь. Стабільна дуга, легкий запуск, мінімальне забруднення шва, менший знос кінця електрода порівняно з чистим вольфрамом.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41266,"Електрод вольфрамовий WL-15 Ø1.6×175мм, лантановий 1.5%, TIG AC/DC","Вольфрамовий електрод WL-15 Ø1.6 мм, довжина 175 мм. Марка WL-15: вольфрам з 1.5-2.0% оксиду лантану. Для TIG-зварювання на DC та AC. Матеріали: нержавіюча сталь, звичайна сталь. Стабільна дуга, легкий запуск дуги, рівномірний розподіл лантану по довжині для тривалого збереження заточки.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41267,"Електрод вольфрамовий WL-15 Ø2.0×175мм, лантановий 1.5%, TIG AC/DC","Вольфрамовий електрод WL-15 Ø2.0 мм, довжина 175 мм. Марка WL-15: вольфрам з 1.5-2.0% оксиду лантану. Для TIG-зварювання на DC та AC струмі. Матеріали: нержавіюча сталь, звичайна сталь. Підвищена несуча здатність по струму, менший знос, стабільна дуга, мінімальне забруднення зварного шва.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
41268,"Електрод вольфрамовий WL-15 Ø2.4×175мм, лантановий 1.5%, TIG AC/DC","Вольфрамовий електрод WL-15 Ø2.4 мм, довжина 175 мм. Марка WL-15: вольфрам з 1.5-2.0% оксиду лантану. Для TIG-зварювання на DC та AC. Матеріали: нержавіюча сталь, звичайна сталь. Рівномірний розподіл лантану по довжині зберігає заточку при тривалому використанні. Менший знос кінця відносно чистого вольфраму.",499947,Сварка > Расходники > Вольфрам TIG,MAGNITEK,no,rashodnik,,TIG-argon,
